STATION,STATION_NAME,DATE,TMAX,TMIN
GHCND:USW00094823,PITTSBURGH ASOS PA US,19860216,33,18
GHCND:USW00094823,PITTSBURGH ASOS PA US,19860217,47,32
GHCND:USW00094823,PITTSBURGH ASOS PA US,19860218,56,43
GHCND:USW00094823,PITTSBURGH ASOS PA US,19860219,52,44
GHCND:USW00094823,PITTSBURGH ASOS PA US,19860220,54,38
GHCND:USW00094823,PITTSBURGH ASOS PA US,19860221,49,27
GHCND:USW00094823,PITTSBURGH ASOS PA US,19860222,39,25
GHCND:USW00094823,PITTSBURGH ASOS PA US,19860223,32,28
GHCND:USW00094823,PITTSBURGH ASOS PA US,19860224,35,24
GHCND:USW00094823,PITTSBURGH ASOS PA US,19860225,29,18
GHCND:USW00094823,PITTSBURGH ASOS PA US,19860226,32,17
GHCND:USW00094823,PITTSBURGH ASOS PA US,19860227,30,14
GHCND:USW00094823,PITTSBURGH ASOS PA US,19860228,27,9
GHCND:USW00094823,PITTSBURGH ASOS PA US,19860301,32,13
GHCND:USW00094823,PITTSBURGH ASOS PA US,19860302,40,21
GHCND:USW00094823,PITTSBURGH ASOS PA US,19860303,42,32
GHCND:USW00094823,PITTSBURGH ASOS PA US,19860304,37,29
GHCND:USW00094823,PITTSBURGH ASOS PA US,19860305,38,25
GHCND:USW00094823,PITTSBURGH ASOS PA US,19860306,35,24
GHCND:USW00094823,PITTSBURGH ASOS PA US,19860307,24,8
GHCND:USW00094823,PITTSBURGH ASOS PA US,19860308,26,0
GHCND:USW00094823,PITTSBURGH ASOS PA US,19860309,63,26
GHCND:USW00094823,PITTSBURGH ASOS PA US,19860310,72,53
GHCND:USW00094823,PITTSBURGH ASOS PA US,19860311,57,35
GHCND:USW00094823,PITTSBURGH ASOS PA US,19860312,40,31
GHCND:USW00094823,PITTSBURGH ASOS PA US,19860313,60,39
GHCND:USW00094823,PITTSBURGH ASOS PA US,19860314,58,47
GHCND:USW00094823,PITTSBURGH ASOS PA US,19860315,55,41
GHCND:USW00094823,PITTSBURGH ASOS PA US,19860316,42,35
GHCND:USW00094823,PITTSBURGH ASOS PA US,19860317,40,32
GHCND:USW00094823,PITTSBURGH ASOS PA US,19860318,59,28
GHCND:USW00094823,PITTSBURGH ASOS PA US,19860319,65,37
GHCND:USW00094823,PITTSBURGH ASOS PA US,19860320,37,13
GHCND:USW00094823,PITTSBURGH ASOS PA US,19860321,30,11
GHCND:USW00094823,PITTSBURGH ASOS PA US,19860322,45,16
GHCND:USW00094823,PITTSBURGH ASOS PA US,19860323,57,28
GHCND:USW00094823,PITTSBURGH ASOS PA US,19860324,50,32
GHCND:USW00094823,PITTSBURGH ASOS PA US,19860325,74,33
GHCND:USW00094823,PITTSBURGH ASOS PA US,19860326,73,51
GHCND:USW00094823,PITTSBURGH ASOS PA US,19860327,51,31
GHCND:USW00094823,PITTSBURGH ASOS PA US,19860328,63,27
GHCND:USW00094823,PITTSBURGH ASOS PA US,19860329,78,44
GHCND:USW00094823,PITTSBURGH ASOS PA US,19860330,82,54
GHCND:USW00094823,PITTSBURGH ASOS PA US,19860331,77,48
GHCND:USW00094823,PITTSBURGH ASOS PA US,19860401,83,52
GHCND:USW00094823,PITTSBURGH ASOS PA US,19860402,60,40
GHCND:USW00094823,PITTSBURGH ASOS PA US,19860403,74,41
GHCND:USW00094823,PITTSBURGH ASOS PA US,19860404,78,54
GHCND:USW00094823,PITTSBURGH ASOS PA US,19860405,79,56
GHCND:USW00094823,PITTSBURGH ASOS PA US,19860406,68,54
GHCND:USW00094823,PITTSBURGH ASOS PA US,19860407,68,50
GHCND:USW00094823,PITTSBURGH ASOS PA US,19860408,59,45
GHCND:USW00094823,PITTSBURGH ASOS PA US,19860409,45,34
GHCND:USW00094823,PITTSBURGH ASOS PA US,19860410,36,32
GHCND:USW00094823,PITTSBURGH ASOS PA US,19860411,51,32
GHCND:USW00094823,PITTSBURGH ASOS PA US,19860412,54,29
GHCND:USW00094823,PITTSBURGH ASOS PA US,19860413,60,35
GHCND:USW00094823,PITTSBURGH ASOS PA US,19860414,69,37
GHCND:USW00094823,PITTSBURGH ASOS PA US,19860415,64,39
GHCND:USW00094823,PITTSBURGH ASOS PA US,19860416,41,32
GHCND:USW00094823,PITTSBURGH ASOS PA US,19860417,55,34
GHCND:USW00094823,PITTSBURGH ASOS PA US,19860418,69,36
GHCND:USW00094823,PITTSBURGH ASOS PA US,19860419,76,42
GHCND:USW00094823,PITTSBURGH ASOS PA US,19860420,64,54
GHCND:USW00094823,PITTSBURGH ASOS PA US,19860421,56,41
GHCND:USW00094823,PITTSBURGH ASOS PA US,19860422,42,30
GHCND:USW00094823,PITTSBURGH ASOS PA US,19860423,51,30
GHCND:USW00094823,PITTSBURGH ASOS PA US,19860424,66,29
GHCND:USW00094823,PITTSBURGH ASOS PA US,19860425,71,42
GHCND:USW00094823,PITTSBURGH ASOS PA US,19860426,81,45
GHCND:USW00094823,PITTSBURGH ASOS PA US,19860427,84,57
GHCND:USW00094823,PITTSBURGH ASOS PA US,19860428,88,55
GHCND:USW00094823,PITTSBURGH ASOS PA US,19860429,70,50
GHCND:USW00094823,PITTSBURGH ASOS PA US,19860430,72,45
GHCND:USW00094823,PITTSBURGH ASOS PA US,19860501,72,52
GHCND:USW00094823,PITTSBURGH ASOS PA US,19860502,52,36
GHCND:USW00094823,PITTSBURGH ASOS PA US,19860503,52,32
GHCND:USW00094823,PITTSBURGH ASOS PA US,19860504,67,33
GHCND:USW00094823,PITTSBURGH ASOS PA US,19860505,81,53
GHCND:USW00094823,PITTSBURGH ASOS PA US,19860506,83,60
GHCND:USW00094823,PITTSBURGH ASOS PA US,19860507,78,56
GHCND:USW00094823,PITTSBURGH ASOS PA US,19860508,71,48
GHCND:USW00094823,PITTSBURGH ASOS PA US,19860509,63,48
GHCND:USW00094823,PITTSBURGH ASOS PA US,19860510,72,42
GHCND:USW00094823,PITTSBURGH ASOS PA US,19860511,76,44
GHCND:USW00094823,PITTSBURGH ASOS PA US,19860512,74,49
GHCND:USW00094823,PITTSBURGH ASOS PA US,19860513,65,52
GHCND:USW00094823,PITTSBURGH ASOS PA US,19860514,74,53
GHCND:USW00094823,PITTSBURGH ASOS PA US,19860515,75,54
GHCND:USW00094823,PITTSBURGH ASOS PA US,19860516,83,63
GHCND:USW00094823,PITTSBURGH ASOS PA US,19860517,85,58
GHCND:USW00094823,PITTSBURGH ASOS PA US,19860518,87,61
GHCND:USW00094823,PITTSBURGH ASOS PA US,19860519,70,63
GHCND:USW00094823,PITTSBURGH ASOS PA US,19860520,63,54
GHCND:USW00094823,PITTSBURGH ASOS PA US,19860521,58,50
GHCND:USW00094823,PITTSBURGH ASOS PA US,19860522,58,47
GHCND:USW00094823,PITTSBURGH ASOS PA US,19860523,64,47
GHCND:USW00094823,PITTSBURGH ASOS PA US,19860524,68,49
GHCND:USW00094823,PITTSBURGH ASOS PA US,19860525,76,47
GHCND:USW00094823,PITTSBURGH ASOS PA US,19860526,83,54
GHCND:USW00094823,PITTSBURGH ASOS PA US,19860527,67,59
GHCND:USW00094823,PITTSBURGH ASOS PA US,19860528,78,61
GHCND:USW00094823,PITTSBURGH ASOS PA US,19860529,82,57
GHCND:USW00094823,PITTSBURGH ASOS PA US,19860530,80,61
GHCND:USW00094823,PITTSBURGH ASOS PA US,19860531,85,60
GHCND:USW00094823,PITTSBURGH ASOS PA US,19860601,86,63
GHCND:USW00094823,PITTSBURGH ASOS PA US,19860602,66,47
GHCND:USW00094823,PITTSBURGH ASOS PA US,19860603,72,41
GHCND:USW00094823,PITTSBURGH ASOS PA US,19860604,83,53
GHCND:USW00094823,PITTSBURGH ASOS PA US,19860605,80,68
GHCND:USW00094823,PITTSBURGH ASOS PA US,19860606,77,66
GHCND:USW00094823,PITTSBURGH ASOS PA US,19860607,83,65
GHCND:USW00094823,PITTSBURGH ASOS PA US,19860608,80,63
GHCND:USW00094823,PITTSBURGH ASOS PA US,19860609,77,58
GHCND:USW00094823,PITTSBURGH ASOS PA US,19860610,79,56
GHCND:USW00094823,PITTSBURGH ASOS PA US,19860611,86,70
GHCND:USW00094823,PITTSBURGH ASOS PA US,19860612,83,65
GHCND:USW00094823,PITTSBURGH ASOS PA US,19860613,73,61
GHCND:USW00094823,PITTSBURGH ASOS PA US,19860614,81,59
GHCND:USW00094823,PITTSBURGH ASOS PA US,19860615,86,59
GHCND:USW00094823,PITTSBURGH ASOS PA US,19860616,86,62
GHCND:USW00094823,PITTSBURGH ASOS PA US,19860617,68,52
GHCND:USW00094823,PITTSBURGH ASOS PA US,19860618,73,43
GHCND:USW00094823,PITTSBURGH ASOS PA US,19860619,78,51
GHCND:USW00094823,PITTSBURGH ASOS PA US,19860620,77,63
GHCND:USW00094823,PITTSBURGH ASOS PA US,19860621,81,56
GHCND:USW00094823,PITTSBURGH ASOS PA US,19860622,89,54
GHCND:USW00094823,PITTSBURGH ASOS PA US,19860623,82,65
GHCND:USW00094823,PITTSBURGH ASOS PA US,19860624,74,55
GHCND:USW00094823,PITTSBURGH ASOS PA US,19860625,71,46
GHCND:USW00094823,PITTSBURGH ASOS PA US,19860626,81,48
GHCND:USW00094823,PITTSBURGH ASOS PA US,19860627,83,57
GHCND:USW00094823,PITTSBURGH ASOS PA US,19860628,77,66
GHCND:USW00094823,PITTSBURGH ASOS PA US,19860629,82,68
GHCND:USW00094823,PITTSBURGH ASOS PA US,19860630,68,55
GHCND:USW00094823,PITTSBURGH ASOS PA US,19860701,77,55
GHCND:USW00094823,PITTSBURGH ASOS PA US,19860702,74,63
GHCND:USW00094823,PITTSBURGH ASOS PA US,19860703,72,55
GHCND:USW00094823,PITTSBURGH ASOS PA US,19860704,80,49
GHCND:USW00094823,PITTSBURGH ASOS PA US,19860705,87,60
GHCND:USW00094823,PITTSBURGH ASOS PA US,19860706,89,66
GHCND:USW00094823,PITTSBURGH ASOS PA US,19860707,89,70
GHCND:USW00094823,PITTSBURGH ASOS PA US,19860708,88,68
GHCND:USW00094823,PITTSBURGH ASOS PA US,19860709,76,64
GHCND:USW00094823,PITTSBURGH ASOS PA US,19860710,78,56
GHCND:USW00094823,PITTSBURGH ASOS PA US,19860711,82,63
GHCND:USW00094823,PITTSBURGH ASOS PA US,19860712,82,68
GHCND:USW00094823,PITTSBURGH ASOS PA US,19860713,80,67
GHCND:USW00094823,PITTSBURGH ASOS PA US,19860714,79,63
GHCND:USW00094823,PITTSBURGH ASOS PA US,19860715,81,59
GHCND:USW00094823,PITTSBURGH ASOS PA US,19860716,81,66
GHCND:USW00094823,PITTSBURGH ASOS PA US,19860717,91,69
GHCND:USW00094823,PITTSBURGH ASOS PA US,19860718,91,73
GHCND:USW00094823,PITTSBURGH ASOS PA US,19860719,86,72
GHCND:USW00094823,PITTSBURGH ASOS PA US,19860720,91,69
GHCND:USW00094823,PITTSBURGH ASOS PA US,19860721,83,65
GHCND:USW00094823,PITTSBURGH ASOS PA US,19860722,84,63
GHCND:USW00094823,PITTSBURGH ASOS PA US,19860723,85,61
GHCND:USW00094823,PITTSBURGH ASOS PA US,19860724,87,68
GHCND:USW00094823,PITTSBURGH ASOS PA US,19860725,89,69
GHCND:USW00094823,PITTSBURGH ASOS PA US,19860726,83,66
GHCND:USW00094823,PITTSBURGH ASOS PA US,19860727,84,64
GHCND:USW00094823,PITTSBURGH ASOS PA US,19860728,82,62
GHCND:USW00094823,PITTSBURGH ASOS PA US,19860729,75,63
GHCND:USW00094823,PITTSBURGH ASOS PA US,19860730,80,63
GHCND:USW00094823,PITTSBURGH ASOS PA US,19860731,81,58
GHCND:USW00094823,PITTSBURGH ASOS PA US,19860801,82,60
GHCND:USW00094823,PITTSBURGH ASOS PA US,19860802,81,63
GHCND:USW00094823,PITTSBURGH ASOS PA US,19860803,81,61
GHCND:USW00094823,PITTSBURGH ASOS PA US,19860804,79,57
GHCND:USW00094823,PITTSBURGH ASOS PA US,19860805,82,56
GHCND:USW00094823,PITTSBURGH ASOS PA US,19860806,85,62
GHCND:USW00094823,PITTSBURGH ASOS PA US,19860807,82,64
GHCND:USW00094823,PITTSBURGH ASOS PA US,19860808,82,66
GHCND:USW00094823,PITTSBURGH ASOS PA US,19860809,83,63
GHCND:USW00094823,PITTSBURGH ASOS PA US,19860810,77,64
GHCND:USW00094823,PITTSBURGH ASOS PA US,19860811,75,54
GHCND:USW00094823,PITTSBURGH ASOS PA US,19860812,74,48
GHCND:USW00094823,PITTSBURGH ASOS PA US,19860813,78,56
GHCND:USW00094823,PITTSBURGH ASOS PA US,19860814,83,61
GHCND:USW00094823,PITTSBURGH ASOS PA US,19860815,84,65
GHCND:USW00094823,PITTSBURGH ASOS PA US,19860816,82,70
GHCND:USW00094823,PITTSBURGH ASOS PA US,19860817,83,68
GHCND:USW00094823,PITTSBURGH ASOS PA US,19860818,85,64
GHCND:USW00094823,PITTSBURGH ASOS PA US,19860819,81,62
GHCND:USW00094823,PITTSBURGH ASOS PA US,19860820,80,65
GHCND:USW00094823,PITTSBURGH ASOS PA US,19860821,76,64
GHCND:USW00094823,PITTSBURGH ASOS PA US,19860822,80,59
GHCND:USW00094823,PITTSBURGH ASOS PA US,19860823,84,63
GHCND:USW00094823,PITTSBURGH ASOS PA US,19860824,74,53
GHCND:USW00094823,PITTSBURGH ASOS PA US,19860825,76,45
GHCND:USW00094823,PITTSBURGH ASOS PA US,19860826,83,57
GHCND:USW00094823,PITTSBURGH ASOS PA US,19860827,76,56
GHCND:USW00094823,PITTSBURGH ASOS PA US,19860828,62,48
GHCND:USW00094823,PITTSBURGH ASOS PA US,19860829,65,40
GHCND:USW00094823,PITTSBURGH ASOS PA US,19860830,72,43
GHCND:USW00094823,PITTSBURGH ASOS PA US,19860831,76,50
GHCND:USW00094823,PITTSBURGH ASOS PA US,19860901,74,52
GHCND:USW00094823,PITTSBURGH ASOS PA US,19860902,80,62
GHCND:USW00094823,PITTSBURGH ASOS PA US,19860903,81,58
GHCND:USW00094823,PITTSBURGH ASOS PA US,19860904,79,64
GHCND:USW00094823,PITTSBURGH ASOS PA US,19860905,79,59
GHCND:USW00094823,PITTSBURGH ASOS PA US,19860906,73,54
GHCND:USW00094823,PITTSBURGH ASOS PA US,19860907,66,45
GHCND:USW00094823,PITTSBURGH ASOS PA US,19860908,69,37
GHCND:USW00094823,PITTSBURGH ASOS PA US,19860909,75,41
GHCND:USW00094823,PITTSBURGH ASOS PA US,19860910,83,50
GHCND:USW00094823,PITTSBURGH ASOS PA US,19860911,84,69
GHCND:USW00094823,PITTSBURGH ASOS PA US,19860912,77,54
GHCND:USW00094823,PITTSBURGH ASOS PA US,19860913,74,49
GHCND:USW00094823,PITTSBURGH ASOS PA US,19860914,70,52
GHCND:USW00094823,PITTSBURGH ASOS PA US,19860915,82,50
GHCND:USW00094823,PITTSBURGH ASOS PA US,19860916,69,45
GHCND:USW00094823,PITTSBURGH ASOS PA US,19860917,69,37
GHCND:USW00094823,PITTSBURGH ASOS PA US,19860918,65,50
GHCND:USW00094823,PITTSBURGH ASOS PA US,19860919,75,61
GHCND:USW00094823,PITTSBURGH ASOS PA US,19860920,80,64
GHCND:USW00094823,PITTSBURGH ASOS PA US,19860921,74,59
GHCND:USW00094823,PITTSBURGH ASOS PA US,19860922,78,55
GHCND:USW00094823,PITTSBURGH ASOS PA US,19860923,80,68
GHCND:USW00094823,PITTSBURGH ASOS PA US,19860924,71,65
GHCND:USW00094823,PITTSBURGH ASOS PA US,19860925,85,66
GHCND:USW00094823,PITTSBURGH ASOS PA US,19860926,85,66
GHCND:USW00094823,PITTSBURGH ASOS PA US,19860927,75,64
GHCND:USW00094823,PITTSBURGH ASOS PA US,19860928,78,63
GHCND:USW00094823,PITTSBURGH ASOS PA US,19860929,86,63
GHCND:USW00094823,PITTSBURGH ASOS PA US,19860930,87,70
GHCND:USW00094823,PITTSBURGH ASOS PA US,19861001,73,64
GHCND:USW00094823,PITTSBURGH ASOS PA US,19861002,77,63
GHCND:USW00094823,PITTSBURGH ASOS PA US,19861003,80,63
GHCND:USW00094823,PITTSBURGH ASOS PA US,19861004,77,61
GHCND:USW00094823,PITTSBURGH ASOS PA US,19861005,64,53
GHCND:USW00094823,PITTSBURGH ASOS PA US,19861006,56,41
GHCND:USW00094823,PITTSBURGH ASOS PA US,19861007,60,36
GHCND:USW00094823,PITTSBURGH ASOS PA US,19861008,69,38
GHCND:USW00094823,PITTSBURGH ASOS PA US,19861009,62,42
GHCND:USW00094823,PITTSBURGH ASOS PA US,19861010,56,32
GHCND:USW00094823,PITTSBURGH ASOS PA US,19861011,64,39
GHCND:USW00094823,PITTSBURGH ASOS PA US,19861012,74,46
GHCND:USW00094823,PITTSBURGH ASOS PA US,19861013,67,60
GHCND:USW00094823,PITTSBURGH ASOS PA US,19861014,64,41
GHCND:USW00094823,PITTSBURGH ASOS PA US,19861015,51,37
GHCND:USW00094823,PITTSBURGH ASOS PA US,19861016,56,38
GHCND:USW00094823,PITTSBURGH ASOS PA US,19861017,55,41
GHCND:USW00094823,PITTSBURGH ASOS PA US,19861018,55,35
GHCND:USW00094823,PITTSBURGH ASOS PA US,19861019,59,28
GHCND:USW00094823,PITTSBURGH ASOS PA US,19861020,61,30
GHCND:USW00094823,PITTSBURGH ASOS PA US,19861021,67,36
GHCND:USW00094823,PITTSBURGH ASOS PA US,19861022,72,45
GHCND:USW00094823,PITTSBURGH ASOS PA US,19861023,68,53
GHCND:USW00094823,PITTSBURGH ASOS PA US,19861024,61,52
GHCND:USW00094823,PITTSBURGH ASOS PA US,19861025,57,49
GHCND:USW00094823,PITTSBURGH ASOS PA US,19861026,63,50
GHCND:USW00094823,PITTSBURGH ASOS PA US,19861027,58,50
GHCND:USW00094823,PITTSBURGH ASOS PA US,19861028,62,48
GHCND:USW00094823,PITTSBURGH ASOS PA US,19861029,67,42
GHCND:USW00094823,PITTSBURGH ASOS PA US,19861030,57,40
GHCND:USW00094823,PITTSBURGH ASOS PA US,19861031,64,32
GHCND:USW00094823,PITTSBURGH ASOS PA US,19861101,67,42
GHCND:USW00094823,PITTSBURGH ASOS PA US,19861102,55,39
GHCND:USW00094823,PITTSBURGH ASOS PA US,19861103,55,28
GHCND:USW00094823,PITTSBURGH ASOS PA US,19861104,47,39
GHCND:USW00094823,PITTSBURGH ASOS PA US,19861105,46,39
GHCND:USW00094823,PITTSBURGH ASOS PA US,19861106,51,40
GHCND:USW00094823,PITTSBURGH ASOS PA US,19861107,60,39
GHCND:USW00094823,PITTSBURGH ASOS PA US,19861108,70,54
GHCND:USW00094823,PITTSBURGH ASOS PA US,19861109,59,38
GHCND:USW00094823,PITTSBURGH ASOS PA US,19861110,42,28
GHCND:USW00094823,PITTSBURGH ASOS PA US,19861111,38,32
GHCND:USW00094823,PITTSBURGH ASOS PA US,19861112,42,34
GHCND:USW00094823,PITTSBURGH ASOS PA US,19861113,34,16
GHCND:USW00094823,PITTSBURGH ASOS PA US,19861114,34,10
GHCND:USW00094823,PITTSBURGH ASOS PA US,19861115,40,26
GHCND:USW00094823,PITTSBURGH ASOS PA US,19861116,43,37
GHCND:USW00094823,PITTSBURGH ASOS PA US,19861117,51,38
GHCND:USW00094823,PITTSBURGH ASOS PA US,19861118,45,35
GHCND:USW00094823,PITTSBURGH ASOS PA US,19861119,37,29
GHCND:USW00094823,PITTSBURGH ASOS PA US,19861120,43,29
GHCND:USW00094823,PITTSBURGH ASOS PA US,19861121,38,32
GHCND:USW00094823,PITTSBURGH ASOS PA US,19861122,46,32
GHCND:USW00094823,PITTSBURGH ASOS PA US,19861123,58,32
GHCND:USW00094823,PITTSBURGH ASOS PA US,19861124,50,28
GHCND:USW00094823,PITTSBURGH ASOS PA US,19861125,49,23
GHCND:USW00094823,PITTSBURGH ASOS PA US,19861126,59,41
GHCND:USW00094823,PITTSBURGH ASOS PA US,19861127,49,33
GHCND:USW00094823,PITTSBURGH ASOS PA US,19861128,41,29
GHCND:USW00094823,PITTSBURGH ASOS PA US,19861129,41,34
GHCND:USW00094823,PITTSBURGH ASOS PA US,19861130,48,32
GHCND:USW00094823,PITTSBURGH ASOS PA US,19861201,39,27
GHCND:USW00094823,PITTSBURGH ASOS PA US,19861202,42,32
GHCND:USW00094823,PITTSBURGH ASOS PA US,19861203,46,34
GHCND:USW00094823,PITTSBURGH ASOS PA US,19861204,39,29
GHCND:USW00094823,PITTSBURGH ASOS PA US,19861205,33,24
GHCND:USW00094823,PITTSBURGH ASOS PA US,19861206,43,20
GHCND:USW00094823,PITTSBURGH ASOS PA US,19861207,49,34
GHCND:USW00094823,PITTSBURGH ASOS PA US,19861208,45,37
GHCND:USW00094823,PITTSBURGH ASOS PA US,19861209,59,43
GHCND:USW00094823,PITTSBURGH ASOS PA US,19861210,43,24
GHCND:USW00094823,PITTSBURGH ASOS PA US,19861211,33,19
GHCND:USW00094823,PITTSBURGH ASOS PA US,19861212,35,24
GHCND:USW00094823,PITTSBURGH ASOS PA US,19861213,26,15
GHCND:USW00094823,PITTSBURGH ASOS PA US,19861214,36,10
GHCND:USW00094823,PITTSBURGH ASOS PA US,19861215,43,30
GHCND:USW00094823,PITTSBURGH ASOS PA US,19861216,40,26
GHCND:USW00094823,PITTSBURGH ASOS PA US,19861217,46,34
GHCND:USW00094823,PITTSBURGH ASOS PA US,19861218,45,32
GHCND:USW00094823,PITTSBURGH ASOS PA US,19861219,32,31
GHCND:USW00094823,PITTSBURGH ASOS PA US,19861220,32,29
GHCND:USW00094823,PITTSBURGH ASOS PA US,19861221,36,24
GHCND:USW00094823,PITTSBURGH ASOS PA US,19861222,38,17
GHCND:USW00094823,PITTSBURGH ASOS PA US,19861223,40,19
GHCND:USW00094823,PITTSBURGH ASOS PA US,19861224,39,30
GHCND:USW00094823,PITTSBURGH ASOS PA US,19861225,43,32
GHCND:USW00094823,PITTSBURGH ASOS PA US,19861226,33,31
GHCND:USW00094823,PITTSBURGH ASOS PA US,19861227,35,31
GHCND:USW00094823,PITTSBURGH ASOS PA US,19861228,32,24
GHCND:USW00094823,PITTSBURGH ASOS PA US,19861229,40,21
GHCND:USW00094823,PITTSBURGH ASOS PA US,19861230,33,24
GHCND:USW00094823,PITTSBURGH ASOS PA US,19861231,36,30
GHCND:USW00094823,PITTSBURGH ASOS PA US,19870101,37,29
GHCND:USW00094823,PITTSBURGH ASOS PA US,19870102,33,30
GHCND:USW00094823,PITTSBURGH ASOS PA US,19870103,35,21
GHCND:USW00094823,PITTSBURGH ASOS PA US,19870104,33,14
GHCND:USW00094823,PITTSBURGH ASOS PA US,19870105,33,9
GHCND:USW00094823,PITTSBURGH ASOS PA US,19870106,46,14
GHCND:USW00094823,PITTSBURGH ASOS PA US,19870107,45,32
GHCND:USW00094823,PITTSBURGH ASOS PA US,19870108,33,31
GHCND:USW00094823,PITTSBURGH ASOS PA US,19870109,33,29
GHCND:USW00094823,PITTSBURGH ASOS PA US,19870110,40,29
GHCND:USW00094823,PITTSBURGH ASOS PA US,19870111,32,29
GHCND:USW00094823,PITTSBURGH ASOS PA US,19870112,32,28
GHCND:USW00094823,PITTSBURGH ASOS PA US,19870113,42,31
GHCND:USW00094823,PITTSBURGH ASOS PA US,19870114,53,30
GHCND:USW00094823,PITTSBURGH ASOS PA US,19870115,47,34
GHCND:USW00094823,PITTSBURGH ASOS PA US,19870116,34,24
GHCND:USW00094823,PITTSBURGH ASOS PA US,19870117,37,20
GHCND:USW00094823,PITTSBURGH ASOS PA US,19870118,45,32
GHCND:USW00094823,PITTSBURGH ASOS PA US,19870119,40,29
GHCND:USW00094823,PITTSBURGH ASOS PA US,19870120,31,26
GHCND:USW00094823,PITTSBURGH ASOS PA US,19870121,32,21
GHCND:USW00094823,PITTSBURGH ASOS PA US,19870122,30,25
GHCND:USW00094823,PITTSBURGH ASOS PA US,19870123,27,5
GHCND:USW00094823,PITTSBURGH ASOS PA US,19870124,11,-2
GHCND:USW00094823,PITTSBURGH ASOS PA US,19870125,19,3
GHCND:USW00094823,PITTSBURGH ASOS PA US,19870126,27,9
GHCND:USW00094823,PITTSBURGH ASOS PA US,19870127,23,3
GHCND:USW00094823,PITTSBURGH ASOS PA US,19870128,28,9
GHCND:USW00094823,PITTSBURGH ASOS PA US,19870129,32,22
GHCND:USW00094823,PITTSBURGH ASOS PA US,19870130,40,29
GHCND:USW00094823,PITTSBURGH ASOS PA US,19870131,33,27
GHCND:USW00094823,PITTSBURGH ASOS PA US,19870201,43,23
GHCND:USW00094823,PITTSBURGH ASOS PA US,19870202,47,36
GHCND:USW00094823,PITTSBURGH ASOS PA US,19870203,42,34
GHCND:USW00094823,PITTSBURGH ASOS PA US,19870204,38,28
GHCND:USW00094823,PITTSBURGH ASOS PA US,19870205,41,19
GHCND:USW00094823,PITTSBURGH ASOS PA US,19870206,49,22
GHCND:USW00094823,PITTSBURGH ASOS PA US,19870207,44,29
GHCND:USW00094823,PITTSBURGH ASOS PA US,19870208,43,18
GHCND:USW00094823,PITTSBURGH ASOS PA US,19870209,27,13
GHCND:USW00094823,PITTSBURGH ASOS PA US,19870210,40,16
GHCND:USW00094823,PITTSBURGH ASOS PA US,19870211,45,20
GHCND:USW00094823,PITTSBURGH ASOS PA US,19870212,40,32
GHCND:USW00094823,PITTSBURGH ASOS PA US,19870213,34,24
GHCND:USW00094823,PITTSBURGH ASOS PA US,19870214,35,24
GHCND:USW00094823,PITTSBURGH ASOS PA US,19870215,24,8
GHCND:USW00094823,PITTSBURGH ASOS PA US,19870216,35,5
GHCND:USW00094823,PITTSBURGH ASOS PA US,19870217,37,26
GHCND:USW00094823,PITTSBURGH ASOS PA US,19870218,42,26
GHCND:USW00094823,PITTSBURGH ASOS PA US,19870219,41,19
GHCND:USW00094823,PITTSBURGH ASOS PA US,19870220,44,18
GHCND:USW00094823,PITTSBURGH ASOS PA US,19870221,47,24
GHCND:USW00094823,PITTSBURGH ASOS PA US,19870222,49,27
GHCND:USW00094823,PITTSBURGH ASOS PA US,19870223,39,32
GHCND:USW00094823,PITTSBURGH ASOS PA US,19870224,44,28
GHCND:USW00094823,PITTSBURGH ASOS PA US,19870225,45,23
GHCND:USW00094823,PITTSBURGH ASOS PA US,19870226,47,25
GHCND:USW00094823,PITTSBURGH ASOS PA US,19870227,43,32
GHCND:USW00094823,PITTSBURGH ASOS PA US,19870228,49,37
GHCND:USW00094823,PITTSBURGH ASOS PA US,19870301,52,38
GHCND:USW00094823,PITTSBURGH ASOS PA US,19870302,44,32
GHCND:USW00094823,PITTSBURGH ASOS PA US,19870303,41,27
GHCND:USW00094823,PITTSBURGH ASOS PA US,19870304,33,22
GHCND:USW00094823,PITTSBURGH ASOS PA US,19870305,47,22
GHCND:USW00094823,PITTSBURGH ASOS PA US,19870306,66,27
GHCND:USW00094823,PITTSBURGH ASOS PA US,19870307,71,39
GHCND:USW00094823,PITTSBURGH ASOS PA US,19870308,72,41
GHCND:USW00094823,PITTSBURGH ASOS PA US,19870309,58,21
GHCND:USW00094823,PITTSBURGH ASOS PA US,19870310,35,13
GHCND:USW00094823,PITTSBURGH ASOS PA US,19870311,45,17
GHCND:USW00094823,PITTSBURGH ASOS PA US,19870312,47,27
GHCND:USW00094823,PITTSBURGH ASOS PA US,19870313,40,25
GHCND:USW00094823,PITTSBURGH ASOS PA US,19870314,33,25
GHCND:USW00094823,PITTSBURGH ASOS PA US,19870315,40,29
GHCND:USW00094823,PITTSBURGH ASOS PA US,19870316,43,26
GHCND:USW00094823,PITTSBURGH ASOS PA US,19870317,48,22
GHCND:USW00094823,PITTSBURGH ASOS PA US,19870318,57,26
GHCND:USW00094823,PITTSBURGH ASOS PA US,19870319,58,32
GHCND:USW00094823,PITTSBURGH ASOS PA US,19870320,55,29
GHCND:USW00094823,PITTSBURGH ASOS PA US,19870321,51,30
